brand,product_name,category,price,discount,rating,review_count,product_url
The Derma Co,Niacinamide Zinc Eye Cream,Eye Care,749,15,4.3,440,https://thederma.co/products/niacinamide-zinc-eye-cream
The Derma Co,Hyaluronic Acid Moisturiser,Moisturiser,749,15,4.4,1100,https://thederma.co/products/hyaluronic-acid-moisturiser
The Derma Co,SPF 50 PA++++ Daily Sunscreen,Sunscreen,599,10,4.4,2100,https://thederma.co/products/spf-50-daily-sunscreen
The Derma Co,Ceramide Anti-Aging Serum,Serum,749,15,4.4,880,https://thederma.co/products/ceramide-anti-aging-serum
The Derma Co,Brightening Eye Mask,Mask,349,0,4.2,560,https://thederma.co/products/brightening-eye-mask
The Derma Co,Skin Barrier Toner,Toner,499,10,4.3,1100,https://thederma.co/products/skin-barrier-toner
Plum,Green Tea Face Wash,Cleanser,225,0,4.3,11500,https://plumgoodness.com/products/green-tea-face-wash
Plum,Grape Seed Sea Buckthorn SPF 40 Sunscreen,Sunscreen,445,10,4.4,8200,https://plumgoodness.com/products/grape-seed-sea-buckthorn-spf-40-sunscreen
Plum,Vitamin C Serum 15% Ethyl Ascorbic Acid,Serum,995,15,4.5,4100,https://plumgoodness.com/products/vitamin-c-serum-15-ethyl-ascorbic-acid
Plum,Niacinamide Rice Water Toner,Toner,375,10,4.3,5600,https://plumgoodness.com/products/niacinamide-rice-water-toner
Plum,Hyaluronic PHA Hydrating Toner,Toner,375,10,4.4,4200,https://plumgoodness.com/products/hyaluronic-pha-hydrating-toner
Plum,Peptide Night Cream,Moisturiser,895,15,4.4,2400,https://plumgoodness.com/products/peptide-night-cream
Plum,Chamomile White Tea Night Gel,Moisturiser,595,10,4.3,3100,https://plumgoodness.com/products/chamomile-white-tea-night-gel
Plum,Body Love Lotion,Body Care,425,10,4.4,7200,https://plumgoodness.com/products/body-love-lotion
Plum,Green Tea Pore Cleansing Face Wash,Cleanser,225,0,4.4,9800,https://plumgoodness.com/products/green-tea-pore-cleansing-face-wash
Plum,BodyLovin Vanilla Body Scrub,Body Care,395,15,4.5,5400,https://plumgoodness.com/products/bodylovin-vanilla-body-scrub
Plum,Sheer Matte SPF 35 Sunscreen,Sunscreen,395,10,4.3,6100,https://plumgoodness.com/products/sheer-matte-spf-35-sunscreen
Plum,Bright Years Cell Renewal Serum,Serum,895,15,4.4,1800,https://plumgoodness.com/products/bright-years-cell-renewal-serum
Plum,E-Luminence Deep Moisturising Cream,Moisturiser,695,10,4.3,2200,https://plumgoodness.com/products/e-luminence-deep-moisturising-cream
Plum,Green Tea Mattifying Moisturiser,Moisturiser,595,10,4.4,3800,https://plumgoodness.com/products/green-tea-mattifying-moisturiser
Plum,Hello Aloe Caring Face Wash,Cleanser,195,0,4.3,6400,https://plumgoodness.com/products/hello-aloe-caring-face-wash
Plum,Niacinamide 5% Brightening Serum,Serum,795,10,4.4,3200,https://plumgoodness.com/products/niacinamide-5-brightening-serum
Plum,Retinol 0.5% Face Serum,Serum,895,15,4.3,1600,https://plumgoodness.com/products/retinol-0-5-face-serum
Plum,SPF 50 Invisible Sunscreen,Sunscreen,445,10,4.4,5200,https://plumgoodness.com/products/spf-50-invisible-sunscreen
Plum,Grape Seed Glow-Restore Eye Cream,Eye Care,645,15,4.3,1400,https://plumgoodness.com/products/grape-seed-glow-restore-eye-cream
Plum,BodyLovin Tropical Assurance SPF 50,Body Care,595,15,4.4,2800,https://plumgoodness.com/products/bodylovin-tropical-assurance-spf-50
Plum,Green Tea Skin Clarifying Toner,Toner,295,0,4.3,7400,https://plumgoodness.com/products/green-tea-skin-clarifying-toner
Plum,Castor Oil Hair Serum,Hair Care,695,15,4.3,3100,https://plumgoodness.com/products/castor-oil-hair-serum
Plum,Onion Hair Fall Shampoo,Hair Care,475,10,4.4,6200,https://plumgoodness.com/products/onion-hair-fall-shampoo
Plum,Brighten Up Face Mask with Vitamin C,Mask,395,10,4.3,1800,https://plumgoodness.com/products/brighten-up-face-mask-vitamin-c
Plum,BodyLovin Cherry On Top Body Wash,Body Care,445,10,4.4,3900,https://plumgoodness.com/products/bodylovin-cherry-on-top-body-wash
Plum,Chamomile Healing Toner,Toner,275,0,4.3,4100,https://plumgoodness.com/products/chamomile-healing-toner
Plum,Lip Butter Raspberry Vanilla,Lip Care,195,0,4.6,7800,https://plumgoodness.com/products/lip-butter-raspberry-vanilla
Plum,Isoflavones VB3 SPF 50 Sunscreen,Sunscreen,545,15,4.4,2100,https://plumgoodness.com/products/isoflavones-vb3-spf-50-sunscreen
Plum,Retinol Bakuchiol Night Cream,Moisturiser,895,20,4.4,980,https://plumgoodness.com/products/retinol-bakuchiol-night-cream
Plum,BodyLovin Shea Cocoa Butter Lotion,Body Care,425,10,4.4,3200,https://plumgoodness.com/products/bodylovin-shea-cocoa-butter-lotion
Plum,Apple Cider Vinegar Face Wash,Cleanser,245,0,4.2,4800,https://plumgoodness.com/products/apple-cider-vinegar-face-wash
Plum,Probiotics AHA Brightening Serum,Serum,795,10,4.3,1400,https://plumgoodness.com/products/probiotics-aha-brightening-serum
Plum,Glycolic Acid 8% Glow Toner,Toner,395,10,4.3,2400,https://plumgoodness.com/products/glycolic-acid-8-glow-toner
Plum,SPF 35 Matte Finish Sunscreen Fluid,Sunscreen,395,10,4.3,4600,https://plumgoodness.com/products/spf-35-matte-finish-sunscreen-fluid
Plum,BodyLovin Vanilla Vibes Body Wash,Body Care,395,10,4.5,3600,https://plumgoodness.com/products/bodylovin-vanilla-vibes-body-wash
Plum,Green Tea Renewed Clarity Night Gel,Moisturiser,595,10,4.3,1900,https://plumgoodness.com/products/green-tea-renewed-clarity-night-gel
Plum,Niacinamide Eye Cream,Eye Care,595,15,4.3,1100,https://plumgoodness.com/products/niacinamide-eye-cream
Plum,Argan Olive Nourishing Hair Mask,Hair Care,575,15,4.3,2400,https://plumgoodness.com/products/argan-olive-nourishing-hair-mask
Plum,Hazel Bakuchiol Sleep Pack,Mask,595,15,4.4,1200,https://plumgoodness.com/products/hazel-bakuchiol-sleep-pack
Plum,Onion Biotin 10-in-1 Hair Oil,Hair Care,595,10,4.4,4100,https://plumgoodness.com/products/onion-biotin-10-in-1-hair-oil
Plum,BodyLovin Coffee Lit Body Scrub,Body Care,395,10,4.5,2800,https://plumgoodness.com/products/bodylovin-coffee-lit-body-scrub
Plum,Rosehip Vitamin C Eye Gel,Eye Care,645,15,4.3,820,https://plumgoodness.com/products/rosehip-vitamin-c-eye-gel
Plum,Mandelic Acid LHA 10% Serum,Serum,895,15,4.3,940,https://plumgoodness.com/products/mandelic-acid-lha-serum
Plum,Hyaluronic Acid Quenching Water Cream,Moisturiser,695,10,4.4,2100,https://plumgoodness.com/products/hyaluronic-acid-quenching-water-cream
Plum,Hello Aloe Hydrating Toner,Toner,295,0,4.2,3200,https://plumgoodness.com/products/hello-aloe-hydrating-toner
Plum,SPF 50 UV Shield Sunscreen,Sunscreen,445,10,4.3,3800,https://plumgoodness.com/products/spf-50-uv-shield-sunscreen
Plum,Raspberry Vanilla Tinted Lip Balm,Lip Care,175,0,4.6,9200,https://plumgoodness.com/products/raspberry-vanilla-tinted-lip-balm
Plum,BodyLovin Strawberry Mint Body Wash,Body Care,395,10,4.4,2600,https://plumgoodness.com/products/bodylovin-strawberry-meets-mint-body-wash
Plum,Green Tea Anti-Acne Face Pack,Mask,395,10,4.3,1600,https://plumgoodness.com/products/green-tea-anti-acne-face-pack
Plum,Hydrating Cica Centella Serum,Serum,895,15,4.4,860,https://plumgoodness.com/products/hydrating-cica-centella-serum
Plum,Onion Hair Fall Control Conditioner,Hair Care,395,10,4.3,3800,https://plumgoodness.com/products/onion-hair-fall-control-conditioner
Plum,E-Luminence Under Eye Recovery Gel,Eye Care,645,15,4.4,680,https://plumgoodness.com/products/e-luminence-under-eye-recovery-gel
Plum,Brighten Up Vitamin C Exfoliating Mask,Mask,395,10,4.2,1100,https://plumgoodness.com/products/brighten-up-vitamin-c-exfoliating-mask
Plum,BodyLovin Pink Burst Body Mist,Body Care,445,10,4.4,2100,https://plumgoodness.com/products/bodylovin-pink-burst-body-mist
Plum,Retinol Ceramide Firming Eye Cream,Eye Care,695,15,4.4,540,https://plumgoodness.com/products/retinol-ceramide-firming-eye-cream
Plum,1% Salicylic Acid Face Wash,Cleanser,225,0,4.4,5400,https://plumgoodness.com/products/1-salicylic-acid-face-wash
Plum,Biotin Saw Palmetto Hair Serum,Hair Care,695,15,4.3,2200,https://plumgoodness.com/products/biotin-saw-palmetto-hair-serum
Plum,Bokashi Fermented Rice Water Toner,Toner,375,10,4.4,1800,https://plumgoodness.com/products/bokashi-fermented-rice-water-toner
Plum,Mulberry Brightening Face Wash,Cleanser,245,0,4.3,3600,https://plumgoodness.com/products/mulberry-brightening-face-wash
Plum,BodyLovin Nourishing Body Lotion,Body Care,395,10,4.4,2900,https://plumgoodness.com/products/bodylovin-nourishing-body-lotion
Plum,Peptide Collagen Serum,Serum,895,15,4.4,1100,https://plumgoodness.com/products/peptide-collagen-serum
Plum,Chamomile Deep Cleanse Cold Cream,Cleanser,295,0,4.3,2100,https://plumgoodness.com/products/chamomile-deep-cleanse-cold-cream
Plum,Blueberry Bounce Lip Scrub,Lip Care,195,0,4.5,4200,https://plumgoodness.com/products/blueberry-bounce-lip-scrub
Plum,BodyLovin Tropical Body Butter,Body Care,445,10,4.4,1700,https://plumgoodness.com/products/bodylovin-tropical-body-butter
Plum,SPF 50 Moist-In-Matte Sunscreen,Sunscreen,445,10,4.4,4400,https://plumgoodness.com/products/moist-in-matte-sunscreen
Plum,AHA Willow Bark Exfoliating Toner,Toner,375,10,4.3,2200,https://plumgoodness.com/products/aha-willow-bark-exfoliating-toner
Plum,Retinol Night Treatment Serum,Serum,895,15,4.3,1200,https://plumgoodness.com/products/retinol-night-treatment-serum
Plum,Green Tea Clear Face Pack Mask,Mask,375,10,4.3,2100,https://plumgoodness.com/products/green-tea-clear-face-pack-mask
Plum,Hair Fall Control Onion Hair Butter,Hair Care,545,15,4.4,2800,https://plumgoodness.com/products/hair-fall-control-onion-hair-butter
Plum,BodyLovin Watermelon Mint Body Mist,Body Care,445,10,4.5,1900,https://plumgoodness.com/products/bodylovin-watermelon-mint-body-mist
Plum,Licorice Raspberry Bright Serum,Serum,795,10,4.4,1600,https://plumgoodness.com/products/licorice-raspberry-bright-serum
Plum,Turmeric Cinnamon Night Masque,Mask,395,10,4.3,1400,https://plumgoodness.com/products/turmeric-cinnamon-night-masque
Plum,SPF 40 Water-Light Gel Sunscreen,Sunscreen,445,10,4.3,2800,https://plumgoodness.com/products/spf-40-water-light-gel-sunscreen
Plum,Murumuru Rose Replenishing Lip Balm,Lip Care,195,0,4.5,5600,https://plumgoodness.com/products/murumuru-rose-replenishing-lip-balm
Plum,Niacinamide Peptide Eye Cream,Eye Care,645,15,4.4,760,https://plumgoodness.com/products/niacinamide-peptide-eye-cream
Plum,BodyLovin Passion Fruit Body Oil,Body Care,545,10,4.4,1200,https://plumgoodness.com/products/bodylovin-passion-fruit-body-oil
Plum,Alpha Arbutin 2% Brightening Serum,Serum,795,10,4.4,1800,https://plumgoodness.com/products/alpha-arbutin-2-brightening-serum
Plum,Shea Coconut Nourishing Cleanser,Cleanser,225,0,4.3,2400,https://plumgoodness.com/products/shea-coconut-nourishing-cleanser
Plum,SPF 50 Water-Resistant Sunscreen,Sunscreen,445,10,4.4,3100,https://plumgoodness.com/products/spf-50-water-resistant-sunscreen
Plum,Ceramide Moisturising Day Cream,Moisturiser,695,10,4.4,1700,https://plumgoodness.com/products/ceramide-moisturising-day-cream
Plum,Green Tea Alcohol-Free Toner,Toner,295,0,4.3,5800,https://plumgoodness.com/products/green-tea-alcohol-free-toner
Plum,Coconut Vanilla Body Butter,Body Care,495,10,4.5,2200,https://plumgoodness.com/products/coconut-vanilla-body-butter
Plum,Onion Biotin Hairfall Control Shampoo,Hair Care,395,10,4.3,5100,https://plumgoodness.com/products/onion-biotin-hairfall-control-shampoo
Plum,Zinc Niacinamide Pore Tightening Toner,Toner,375,10,4.3,2800,https://plumgoodness.com/products/zinc-niacinamide-pore-tightening-toner
Plum,Kiwi Radiance Vitamin C Serum,Serum,895,15,4.4,1300,https://plumgoodness.com/products/kiwi-radiance-vitamin-c-serum
Plum,Hazel Hyaluronic Quench Moisturiser,Moisturiser,695,10,4.4,1400,https://plumgoodness.com/products/hazel-hyaluronic-quench-moisturiser
Plum,Daily Protect Face Wash with SPF,Cleanser,275,0,4.2,1900,https://plumgoodness.com/products/daily-protect-face-wash-spf
Plum,BodyLovin Macadamia Hair Mask,Hair Care,575,15,4.3,2100,https://plumgoodness.com/products/bodylovin-macadamia-hair-mask
Plum,E-Luminence Illuminate Serum,Serum,995,20,4.4,920,https://plumgoodness.com/products/e-luminence-illuminate-serum
Plum,SPF 30 Daily Sunscreen Lotion,Sunscreen,395,10,4.2,3600,https://plumgoodness.com/products/spf-30-daily-sunscreen-lotion
Plum,Licorice Bearberry Dark Spot Corrector,Serum,895,15,4.4,1500,https://plumgoodness.com/products/licorice-bearberry-dark-spot-corrector
Plum,Anti Dandruff Shampoo,Hair Care,395,10,4.2,3200,https://plumgoodness.com/products/anti-dandruff-shampoo
Plum,Mulberry Vitamin C Day Cream,Moisturiser,695,10,4.4,1600,https://plumgoodness.com/products/mulberry-vitamin-c-day-cream
Plum,Matte Body Lotion SPF 30,Body Care,495,15,4.3,1600,https://plumgoodness.com/products/matte-body-lotion-spf-30
Plum,BodyLovin Coconut Breeze Body Wash,Body Care,395,10,4.4,2100,https://plumgoodness.com/products/bodylovin-coconut-breeze-body-wash
Plum,Chamomile & Oat Ultra-Soothe Moisturiser,Moisturiser,695,10,4.3,1200,https://plumgoodness.com/products/chamomile-oat-ultra-soothe-moisturiser
Plum,Argan Hibiscus Nourishing Shampoo,Hair Care,445,10,4.3,2800,https://plumgoodness.com/products/argan-hibiscus-nourishing-shampoo
Plum,Vitamin C Under Eye Brightening Gel,Eye Care,595,15,4.3,920,https://plumgoodness.com/products/vitamin-c-under-eye-brightening-gel
Plum,BodyLovin Almond Lip Butter,Lip Care,175,0,4.5,3800,https://plumgoodness.com/products/bodylovin-almond-lip-butter
Plum,Ceramide Peptide Barrier Serum,Serum,895,15,4.4,1050,https://plumgoodness.com/products/ceramide-peptide-barrier-serum
Plum,Kaolin Clay Detox Mask,Mask,395,10,4.3,1300,https://plumgoodness.com/products/kaolin-clay-detox-mask
